text,trans
この間出かけた時、弟がさらっと歩くスピードを合わせてくれたんだけど……成長って早いんだね……,之前出门的时候，\n发现弟弟悄悄地配合着我的步速\n……成长可真是快呢……
さすがは……弟さま……\nブレザーさまのごとく……\nお優しい……,真不愧是……令弟……\n就像制作人一样……\n温柔的人……
夏葉ちゃーん！\n一口アイス、星型が出たんだ！\nよかったらどうぞ！,夏叶！\n找到星型的一口冰了！\n不介意的话给你吧！
あら──うふふっ\nラッキーのおすそ分けね？\nありがとう、いただくわ,哎呀——唔呵呵\n要与我分享这幸运吗？\n谢谢你，那我不客气了
甘奈ちゃん、はいこれ！\nこの間話してたCD！\n映画の主題歌よかったよね～！,
ありがとー☆　借りるね！\nそうなの！　映画館で聴いてから、めっちゃハマっちゃって！,
そっか、デビ太郎にも弟がいるんだ……！　甜花ちゃんと甘奈ちゃんにぴったりだね……！,
にへへ……うん……\n甜花と……なーちゃん……\nデビ太郎と……おんなじ……,
お泊まり、またみんなで\n行けたらいいですよね……！,
うん……♪\nお昼にいっぱい遊んで\n夜もうーんと楽しんで……！,
あさひちゃん、見て見て……！\nこれね、この間見つけた写真なんだけど──,
わ、すごい！　家が逆向きに建ってるっす！　どうなってるんだろ、これ！,
ふゆちゃん……私、ツイスタとかの文章が、たまに武士っぽいって言われるんだけど……どの辺かわかる……？,
っ、武士──\n……ごめんね、ふゆもちょっとわからないかな……,
だれだ～？\nだれだだれだ～？,
うちだー！\n──アハハ！　智代子ちゃんから始めたらあべこべじゃん！,
透ちゃん……！\nノクチルのみんなって\nチョコは大丈夫かな……！？,
え？　んー……\nいけるっしょ,
円香ちゃん、昨日はありがとう！\nほんとに助かったよ～……！,
……ん、良かった\nあんまり無理しないで\n近くにいる時は手伝うから,
あっ、小糸ちゃんだ！\n小糸ちゃーんっ！,
ぴぇ……！\nあ、え、えへへ……,
雛菜ちゃん、この間のお休み\nどこか行ったりした？,
ん～……\nあ、透先輩のお家ですかね～？,

#互动语音 树里对其他人↓,
最近、鳥のグッズとかみると\nつい真乃のこと\n思い出すんだよな……,
ふふっ\nなんだかうれしいな……っ,
灯織ってすげー真面目だよな\nつーか、イルミネは\nみんなそうか……,
ふたりは頑張りやかな……\n私は……もっと柔軟性が欲\nしいと思ってるよ,
助っ人って\nどういう部活から\n頼まれるんだ？,
陸上とか、テニスとか、水泳と\nか、色々！　運動部以外を手伝\nうこともあるよ！,
恋鐘の洗濯物のタオル、\nアタシのと混じってたから\nあとで部屋に持ってくな,
ふぇ……！\nごめん樹里～！\nありがと～～～！,
…………\nなんか、嫌な予感が……,
えー\n私、まだ何も\nしてないんですケドー,
……チェインの寮のグループ、\n『【急募】ハンドソープ！！！！！』\nだってさ,
フフ、買いにいこうか\n樹里、付き合ってくれるかい？,
寮と一人暮らしだと\nやっぱ結構違うもん\nなのかな……,
うーん……\nまぁ、じゅりちーは寮に向いてるタイプだと思うよ！,
……今度事務所の高２で\n集まって勉強会すんだけど\n霧子も来るよな？,
わ……うん……！\n地理は……取ってなくて……\n大丈夫……？,
駅前にジャスティスⅤの\nカプセルトイあったけど\n……行くか？,在车站前看到有Justice V的扭蛋机\n要去吗？
いいんですか……！？\n行きたいですっ！！！！！,可以吗……！\n要去！！！！！
チョコー\nアレってどこに置いたか\n覚えてるかー？,巧克\n那个放在哪里了\n还记得吗？
ああ、アレね！\n……アレでわかるの\n結構すごくない！？,啊啊，那个啊……\n……说那个就能知道是什么了\n不是很厉害吗！？
この映画、\n見たがってたよな？\nあとで一緒に観ようぜ,这部电影，你之前想看是吧？\n等下我们一起看吧
はい……\nわざわざ……\nお買い求めに……？,嗯……\n是特地……\n买来的吗……？
ん、こないだ借りた\n飲み物代150円……\nありがとな,嗯，之前向你借的\n150元饮料钱……\n多谢了啊
あら、よかったのに\n……でもそういう所\nきっちりしているものね,哎呀，没关系的其实……\n不过你对这种地方\n真的是很细致呢
ユニット以外だと\n自然と同い年で集まってたり\nするよなー,
いつもチェインで\n話してるからかもね～,
甜花ー\nこのゲーム、\nまた対戦しねーか？,
え、えと……あの……\n甜花……それ……\nもうやってない……,
歯磨き粉２つ買うと安くてさ\nつい買っちまったんだけど……\n千雪さん、貰ってくれねーか？,
わぁ……いいの？\nじゃあミントのほう\nいただいちゃう,
あさひもなんか飲むかー？\nジュース、好きなの\n選んでいいぞー,
ありがとっす～！\nじゃあ～\nこれもらうっす！,
冬優子って結構\n家遠いんだよな？\n寮には入んねーのか？,
寮、楽しそうだよね♡\nでもふゆ、家族を思い出して寂しくなっちゃいそうだから……,
なんか、事務所に入って\n妹ができたみたいな感じ\nするよな……,
わかるー！\nみんな可愛く\n見えちゃうよね～,
同学年、だよな……？\nまあ、よろしく,
うん\nセブンティーン,
４人は幼馴染\nなんだってな,
……まあ、一応は,
そんなに怖がんなくても\n別に大丈夫だぞ……？,
……ぴぇ……！\nご、ごめんなさい…………！,
え、一学年下なのか……,
そうですよ～\nなんでですか～？,

#互动语音 凛世对其他人↓,
折り鶴を……\nどうぞ……,折纸鹤……\n请……
きれいな……鶴さん……っ\nありがとう……,好漂亮的……纸鹤\n谢谢……
充電が……\n残り……\n２％となりました……,电量不足……\n剩余电量……还有2％……
私、充電器持ってるよ\nよければ使って,我有带充电器过来哦\n不介意的话请用吧
駅でしたら……\n凛世も……,如果是到车站的话……\n凛世也……
わぁっ\n一緒に帰れるの！？\n行こうー！,啊\n一起回去吗！？\n走吧！
この……\n香りは……,这股……\n香味……
……すんす～ん\nん～！\nおんなじシャンプーじゃなか～！？,……闻～闻～\n嗯～！\n用的是同款洗发水吧～！？
青い……紅は……\n凛世に……\n合いましょうか……？,青色的……胭脂……\n适合……凛世吗……？
ふふー\nもっと色々試してみないー？,哼哼——\n要不要多试试其他种类的？
今度……\nお部屋に……\n伺っても……？,下次……\n能拜访……\n您的房间吗……？
もちろん、歓迎するよ\n語り明かそうじゃないか,当然没问题，很欢迎哦\n我们来彻夜畅谈吧
大学を……\n見学してみたく……,凛世……\n想尝试下去大学参观学习……
ん！\nうち来るー？,嗯！\n要来我们学校吗？
お疲れ様で……\nございます……,辛苦了……
はい……\nお疲れ様で……\nございます……,嗯……\n辛苦了
はやぶさ跳び……\nお見事……,交叉跳绳……\n真是了不起……
もっと……\nこれからですっ\nあと10回……っ！,还要继续……\n这才刚刚开始\n再来十个……！
紙の本が……\nかさばってまいりました……,纸质书……\n堆积起来了……
わかる……！\nしまうところ、\nすぐなくなっちゃうよね……！,是啊……！\n空着的地方，\n很快就占满了呢……!
帰りに……\n歯磨きを買うのを……\nお忘れなく……,回去的时候……\n不要忘了……\n要去买牙刷……
ああっ\nあぶねーあぶねー\n切れてたよな！,啊啊\n好险好险\n已经该换了啊！
粉骨砕身……\n粒粒辛苦……\n水滴石穿……,粉身碎骨……粒粒辛苦……\n水滴石穿
一意奮闘！\n感奮興起！\n切磋琢磨！,一意奋斗！\n感奋兴起！\n切磋琢磨！
『翼』の題にて……\n一句……,
つ……翼持つ\nわれらは同じ\n空めざし────！,
こちらが……オートマ……\nこちらが……リボルバー……,
そ、そう……！\nうん……！　そう……！\n杜野さん……ど、どう……！？,
明日は……\n晴れましょうか……,
予報は雨だけど……\n明日のことは\nわからないもんね……♪,
紙飛行機は……\n重心の位置が……\n肝要です……,
わっ！\n見たことない形っすよ！\nあはは、すごいっす～！,
落とされましたか……\nこちらの……\nキーホルダー……,
こ、これは……！\n──う、うん。ふゆのみたい！　ありがとう、凛世ちゃん,
凛世に……『ぶりーち』は……\n似合いましょうか……,
アハハ\n凛世ちゃんちょー綺麗な髪だし\nもったいないからやめな～,
みひとつ……よひとつ……\nいくるにむいみ……,
え？　あー……\nそれね,
夕日でございます……,
毎日毎日、飽きもせずね\n昇って、沈む,
帰りは……\nお一人ですか……？,
……！？\nは、はい……！,
お先にどうぞ……,
あは～\nありがとうございます～,

#互动语音 夏叶对其他人↓,
真乃を見ていると、\n鳥と暮らすのも素敵だと\n思うわね……,
ほわぁっ\n夏葉さんも鳥さん\n飼ってみますか……っ？,
灯織、これあげるわ\nリラックスできる紅茶よ,
いいんですか……！\nすみません、\nありがとうございます,
今度めぐるが助っ人する試合\n私も見に行ってもいいかしら？\n差し入れ持っていくわ,
もちろん！　すっごく嬉しいよ\nー！　かっこいいところ見せら\nれるように、頑張ります！,
一番の得意料理は何かしら？\n教えてもらいたいわ,
な～んでも作れるとけど\nやっぱ一番は\n長崎の料理やね～！,
爬虫類も可愛いわよね\nうちでも飼えるかしら……,
……！\n……初心者におすすめなのはぁ\n私も飼ってるやつで──,
体型維持の秘訣、\n何かあるのかしら？,
おや？\n私の助言なんて\n必要無いと思うけれど,
今度結華の大学に\n遊びに行ってもいいかしら？,
もちろん！\nあのスポーツカーで\n来てほしいなー！,
用意させてもらったわ！\nりんごとナイフ！,
それじゃ……\n一緒に……\nむき……むき……♪,
果穂、ちょっと……\nいいかしら……！\nむにー……！,果穗，稍微……\n冒犯一下……\n我捏……！
む、むにー……！\nえへへ……！\nやはらかひでひゅか……？,捏，唔呢……！\n诶嘿嘿……！\n很柔软吧……？
智代子、見てちょうだい！\n私たち、次はこれに\n挑戦すべきじゃないかしら,智代子，快看！\n接下来这个，\n我们可不能不去挑战一下啊
『ジャンボチョコパンケーキ』\nこれは行くしかないやつ……！,巨无霸巧克力蛋糕\n这个不能不上了啊……！
アナタ、これ\n家に忘れていったでしょう？,你啊，这个\n忘在我家里了吧？
おー、サンキュー\n無いと思ってたんだよ,哦，谢谢\n我还以为没了呢
私、この後……\nまた100円ショップに\n行ってみようと思うの……！,我想着……\n以后还要\n再去一次100元超市……！
……！\nたこ焼きパーティー……\nですね……,……！\n去章鱼小丸子派对……\n对吧……
このブランドの新作展示会\nよかったら一緒に行かない？,
え……！　いいの！？\n甘奈、このブランド\nめっちゃ好きなんだ！,
トレーニングも\nゲームだと思えばいいのよ！,
甜花、まだ……低レベ……\n低レベ用、じゃないと……\nすぐ……死んじゃう……,
今度ご飯でも行きましょう\nはづきも誘って！,
わ、ほろ酔い夏葉ちゃんが\n見れるかも♪,
私、『破天荒』って言葉が\n好きなのよ,
へえ、そうなんすか,
冬優子は休みの日は\n何をしているの？,
えっ、……普通に\nお買い物とかかな？\n夏葉さんは？,
……よって、ここの\n正解が導き出せる……\nということね、わかった？,
なるほど！　ちょーわかった！\n夏葉ちゃん、\n先生も向いてるじゃん！,
同じ事務所の仲間だもの\n一緒に頑張っていきましょうね！,
うん\n──あ……\nはい,
幼馴染で同じ学校、\n同じユニット……\nなんだか羨ましいわ,
……そんな\n放クラのみなさんの方が、\nいつも一緒で、仲良しですよ,
この後走り込み行くけれど……\nよかったら一緒にどうかしら？,
…………！\nえ、えっと……\nはい……！,
うふふ\nなんだかとっても楽しそうね？,
はい～\n毎日楽しいですよ～,

#互动语音 甘奈对其他人↓,
えへへ\nピーちゃんが肩に\n止まってくれた～☆,
ふふっ\n甘奈ちゃんのそば、\n心地いいって……っ,
灯織ちゃんの黒髪\nめっちゃ綺麗だよね！,
他の人と変わらないと\n思うけど……\nでも、ありがとう,
この前ね！\n富山にいたころの友達から\nお手紙来たんだ～！,
手書きの手紙って嬉しいよねー！　友達、なんて書いてくれたの？,
この前教えてもらった\nちゃんぽん作ってみたの！\n大好評だったよ☆,
やろ～～～！？\nまたなんか教えるけん！,
えっと……その……\n摩美々ちゃんのペットって……\n怖くない……？,
大人しくてー\n優しくてー\n可愛いよー,
咲耶さんくらいの背が\nあったら、かっこいい\nお洋服も着られたんだろうな～,
フフ、ありがとう\nそれでは今度は私が、甘奈の素晴らしい魅力を語るとしようか,
結華ちゃんのコーデ\nめっちゃかわいーよね！\nポイントとか知りたいなぁ,
えーっ！？　それを言うなら\nなーちゃんこそでしょ！\n今日も可愛いよ～！,
霧子ちゃん、いつも\n甜花ちゃんとゲームしてくれて\nありがとっ！,
上上……\n下下……\n左右……,
マメ丸ちゃんのこと\nなでなでしたいな～,
なでてあげてください！\nマメ丸、きっと喜びますっ！\n今度連れてきますね……！,
さっき撮ったの\n一緒にアップしよ！\nせーの……ゴー！,
──ふふっ、投稿完了！\n反応が楽しみだねっ,
甘奈って動物だと\n何っぽいかな？,
うーん……\n猫、か……？,
うっ……\nやっぱり正座は\n慣れないかも……,
凛世も……\nびりびりです……\nふふ……,
ゲームしながらでもできる\n楽しいトレーニングってある？\n甜花ちゃんに教えてあげたいな,
あら、そもそも\nトレーニングが\n楽しいじゃない？,
デビ太郎のシール付き\nチョコ、買ってきた～！\nはい、甜花ちゃんの分！,附贴纸的恶魔太郎巧克力\n买来了哦~！\n来，这是甜花的那份！
なーちゃん、ありがと……\nにへへ…………よし……\n白いデビ太郎……来い……！,小奈，谢谢……\n诶嘿嘿……好……\n白恶魔太郎……来吧……！
三つ葉にひとつ足して～\nはい！　四つ葉のクローバー！,三叶草再加上一叶~\n完成了！带来幸运的四叶草！
いけないんだ\n甘奈ちゃん、ズルしてる♪,这可不行啊\n甘奈，你作弊了♪
あさひちゃん！\n裾が出てるかも,
お、ホントだ\nよく気付けるっすね！,
ふゆちゃん、何か落としたよ！\nあ！　このキーホルダー\nめっちゃかわいー,
えっ！？　あ、ありがとう！\n可愛いよねー！　友達に、もらったんだけど……,
この前、めーっちゃ\n愛依ちゃんに似合いそうな\n服見つけたんだ～！,
マジでマジで～？\n一緒に見にいきたいんだけど！,
透ちゃん\n笑って笑ってー！,
え？　うん\n……ピース,
円香ちゃんと透ちゃんって\n通じ合ってるって感じがする！,
双子の方が、\nそうなんじゃないの？,
プリン買ってきたよ～☆\nはい、小糸ちゃんもどーぞ！,
…………！？\nえ、あ…………\nい、いくらですか……？,
甘奈、甜花ちゃんといると\nめーっちゃ幸せ～☆,
あは～\nよかったですね～,

#互动语音 甜花对其他人↓,
真乃ちゃん……\nぽかぽかの、におい……,
ふふ、日向ぼっこしてたんだ\n次は甜花ちゃんも一緒に……っ,
か、風野さん……\nもしかして、甜花……\n邪魔……だった……？,
い、いえ、そんなことは……\n……あの、もう少し近くに\n座りませんか？,
八宮さん……\nきらきらしてる……\nまぶしくて、かっこよくて……,
きらきらかぁ……！　わたしはイルミネだから、そう思ってもらえるとすっごく嬉しいよー！,
月岡さん……\nいいにおい……\n美味しそう……,
みんなに差し入ればい～！\nんふふ～、甜花\nちょっとだけ味見するね？,
た、田中さん……！\nえ、えと……その……\nその、あうう……,
ちょっとー\n言い終わる前に\n自滅しないでよー,
し、白瀬さん……\n髪……さらさら……\n甜花は……あう……,
後ろ髪が跳ねているね\nほら、おいで\n私に梳かせてくれないかな？,
てんちゃん……\n甜花は……てんちゃん……\nにへへ……,
おっ！　『てんちゃん』、\n気に入ってもらえた感じ？,
ゆ、幽谷さん……！\n今日、レアモン……出る日……\nだから……その……,
ふふっ……\n準備……\nできてるよ……,
果穂ちゃん……！\nこないだの……\nジャスティスⅤ……！,
甜花さんも見ましたかっ！？\nシルバーがスゴかったです！\nカッコよかったですー！！！,
冷蔵庫……\nプリンが……ふたつ……\nお土産……だって……,
プリン！？　やったー！\n──甜花ちゃんは今食べる！？\nそれとも後で……！？,
さ、西城さん……\nえ、えと……その……\nご、ごめんなさい……！！！,
や、別に取って\n食ったりしねーぞ……？,
杜野さん、動く時、静か……！\nステルス機能……！\nサイレントキルも、楽勝……！,
ふふ……\n忍者モードで……\nございます……,
有栖川さんのスケジュール……\nすごい……\n甜花の一か月分を、一日で……,
事前にしっかりとした\nスケジュールを組むことで、\n効率的に動けるのよ！,
なーちゃん……\nにへへ……,小奈……\n诶嘿嘿……
えへへ☆\nてーんかちゃんっ,诶嘿嘿☆\n甜花
千雪さんの膝……\nあったかい……,千雪姐的膝枕……\n好温暖……
わぁ、甘えん坊さん,哇啊，爱撒娇的孩子
せ、芹沢さん……\n何、見てるの……？,
今は何も見てないっすよ？,
ま、黛さん……！\n今日……お日様、ぽかぽか……\n絶好の、お昼寝びより……！,
わあっ……♪\nうん、ほんとにぽかぽか\nふゆも、眠くなってきちゃうな,
和泉さん……妹、いるんだ……\n甜花……なーちゃん、いて……\nおんなじ……,
アハハ\nおねーちゃん仲間～♪,
……えと……\n服に、付箋……\nついてた……これ……,
え？　あー……\nやば\nありがと,
え、えと……！\nお、おさななな──！\n……あう……,
…………ワンモア,
──お……\n幼馴染……いいな～……！,
あ……え、えっと……\nあ、ありがとうございます……,
く……くれるの……？\nこれ……クッキー……！,
あ～……\nじゃあ、どうぞ～？,

#互动语音 千雪对其他人↓,
わ、今日は\n手作りのお弁当なのね……！,
はい……っ\nあ、えっと、冷凍のおかずも……\nあるんですけれど……,
あら、後ろ\n少しほつれてるかも……,
ええっ、本当ですか\n……すみません、お恥ずかしい,
ね、少し走らない？,
いいねいいね！\n河川敷まで行きたいなー！,
コロッケ弁当と\nシャケのお弁当……\n迷ってるの……！,
ん～～～～！\nうちが食べたかとは\nシャケやけど……,
す、スマホの自動音声モードが\n切れないの……！,
ヘイ、スマホ―\n自動音声モードオフにしてー,
いちど、\nポニーテールにしてみたくて,
それは素敵になりそうだ……！\n少し触れていいかい、マイレディ,
ジャージって、\n何着でローテしてる……？,
えっ、うーん\n３着……？,
いい天気……！\n屋上に行かない……？,
わ……はい……\nぐーって……のびたいな……,
私のランドセルは\n赤だったなぁ……,
千雪さんの小学校の頃……見てみたいですっ！,
漫画ありがとう……！\n続き、気になっちゃって,
えへへっ、よかったです！\n今度、ぜひ感想とか\n聞かせてくださいね……！,
レッスン場に\n忘れ物しちゃって……,
あっ、じゃあ\n一緒に行こーぜ\n危ねーしな,
山陰組、イエーイ♪,
イエーイ……♪,
肌のゆらぎとか\n感じる？,
いえ……私はまだ\n毎日のケアが大切よね,
甘奈ちゃん、\nちーっす,甘奈\n好啊
千雪さん、\nちーっす☆,千雪姐\n你好☆
こちょこちょこちょ……！,我挠我挠我挠……！
や、やめて……！\nにへっ……\nにへへっ……！,不，不要……！\n诶嘿……\n诶嘿嘿……！
見て見て\nてんとう虫……！,
おおー！\nなかなか大きいっす！,
わ、まつ毛長いのね……！,
……っ\nそ、そんな～♡\n千雪さんも、長いなー,
10円、拾っちゃったの……,
うわ、マジ！？\n交番付き合う！？,
見て……！\n空が綺麗……,
え？　あー\nヤッホー,
何かあるなら\nプロデューサーさんに伝えておこうか,
ありがとうございます\n特に大丈夫です,
遅くまで頑張ってたんじゃない？\nレッスン室に明かりがついてたから,
ぴぇ……！？\nい、いなかったです……,
わぁ……！\n可愛いネイル……！,
あは～\nありがとうございます～！,

#互动语音 朝日对其他人↓,
真乃ちゃんの鳩\nどうしてピーちゃん\nっていうんすか？
そんなに大した理由はないの\n雛のころに『ぴーぴー』って\n鳴いてたからなんだ……っ
わたしのこと\n占ってほしいっす！
ご、ごめん。占いが好きなだけで、占うのは……おすすめのサイトは教えられるんだけど……
『八宮めぐる』と『芹沢あさひ』\nって似てるっす！\nあははっ！
……？　あっ、本当だ！\n漢字とひらがなの組み合わせ！\nおそろいだねー！
恋鐘ちゃんの料理\n美味しいって聞いたっす！\n食べたいっす！
うん～！\n今度寮に来んね～？\nなんでもご馳走するばい！
虫捕まえたっす！\n摩美々ちゃんのトカゲ\n食べるっすかね、これ
そういうのは\n受け付けてないんでー
咲耶さんくらい\n背が高いと\n色々見えるんすか？,像咲耶姐那样\n个子高的话\n能看到各种各样的东西吗？
試してみるかい？\nほら、私の腕にどうぞ、お嬢さん？,要试试看吗？\n来吧，请到我的手臂上，不知您意下如何，我的大小姐？
あさたん……\nあさたんたん……\nあさたんたんたん……
おー\n順調に増えてってるね……！
あ痛っ！
わ……傷……！\nふー……\nふー……
とぉーう！
わぁっ！　ヒーローキックですね！\nあたしも…っ\n──とうっ！
チョコレート！\nくださいっす！\n甘いの！
おっけー！\n──はい、どうぞ！\nとっておきだよ～？
樹里ちゃんって\n弟いるっすか？
え？\nや、弟はいねーけど……
凛世ちゃんみたいな人を\n『大和撫子』って\nいうんすよね
ふふ……\nあさひさんは……\nガーベラのよう……
夏葉さんって\nどのくらい重いもの\n持てるっすか？
うふふ、そうね……\nあさひのことくらいなら\n軽々抱えられるかしらね？
双子だと\nどんな面白いこと\nあるっすか？
甜花ちゃんと\n姉妹っていうだけで\n最高だよ☆
わ！\nすっごいもこもこ！\n気持ちいい！
で、デビ太郎……\n返して～……
お酒ってどんな味なんすか？\n酔うってどんな感覚なんすか？
えっとね……\nやっほー♪♪♪\nって感じ……！
冬優子ちゃんって\n冬だといつもより\n優しくなるんすか？,冬优子的话\n在冬天比其他时候\n会变得更温柔一点？
何くだらないこと\n言ってんのよ\nふゆは年中優しいわよ,你在说什么蠢话\n冬优明明全年都很温柔吧
愛依ちゃん！\nこれ、今日の習字で\n書いたっす！,爱依！\n这个，今天的练字\n写好了！
おぉ～！\n上手くなってるじゃ～ん♪,哦哦~！\n写得很不错了嘛~♪
……\n透ちゃんって\nなんか面白そうっす
え？\n……イエス
透ちゃんには名字なの\nどうしてなんすか？
……\nどうしてだと思う？
小糸ちゃん！\nおはよう！
ぴゃ……！\nあ……\nお、おはよう……？
『幸せ』ってなんすか？
なんですかね～？

#互动语音 冬优子对其他人↓,
おはよう、真乃ちゃん！\nふふっ\nくるっぽー♪,
ほわぁ……っ\nふふ、くるっぽー♪,
おはよう、灯織ちゃん！\n灯織ちゃんの髪、綺麗だね……\n特別なお手入れしてるの？,
あ、ありがとうございます……\n一般的なこと以外は、特にしてないと思います……,
めぐるちゃん！\nその……ダンスを、教えてほしいんだけど……どうかな？,
秘密の特訓ってことだよね……？　もっちろん！　えへへっ、一緒に頑張ろうね！,
おはよう、恋鐘ちゃん！\n今日もばーりばりに、\n頑張ろうね！,
もっちろん！\nば～りばりばい、冬優子！,
わあ！\n摩美々ちゃん、\n今日もかっこいい服だね！,
えー\n具体的にはどの辺―？,
今日はふゆが、\n咲耶ちゃんをサポート\nする番だよ！,今天的话，\n轮到冬优\n来支援咲耶啦！
フフ、これは頼もしいね\n頼りにしているよ、騎士様？,呵呵，真是可靠呢\n让我好好地依靠你吧，骑士大人
今日はふゆが応援する番だよ！\nね、ゆいにゃん♪\n世界で一番可愛いよー！,
わーいありがとふゆゆーっ\nふゆゆのエールで\n三峰、今日も頑張れそうです！,
霧子ちゃんの肌、綺麗……\n真っ白で、お人形さんみたい,
りんごの……\nおかげ……\nかな……,
果穂ちゃん、ジャスティスⅤ\n好きなんだね\nふゆもちらっとだけ観たよ！,
本当ですか！？\nふゆさんは誰がカッコいいと思いましたかっ！,
智代子ちゃんって、\nいっつも甘い匂いがする\n可愛いなぁ……,
甘い匂い……！？\nあっ、チョコとかお菓子とか\nいっぱい持ってるからかな！？,
樹里ちゃん、\nショートヘアが似合うよね……\n頭の形が綺麗なんだろうなぁ,
頭の形……？\n変なとこ見てんな……\n……ま、サンキュ,
凛世ちゃんって\n仕草がすっごく綺麗だね\n気品って言うのかな……,
ふふ……\n緊張……いたします……,
夏葉さんのスタイル\n引き締まっててすごいなぁ……,
うふふ、ありがとう\nトレーニング\nの成果かしらね？,
甘奈ちゃんのファッションって\nいっつも可愛いよね！\nなんでも着こなしてすごいなぁ,
えへへ☆　ありがと！\n可愛い服を見てると\nテンション上がるよね☆,
おはよう、甜花ちゃん\nふふ、もしかしてお眠さん？,
あう……\nちょっとだけ、お昼寝……\nしてもいい……？,
わあ！\nそのストラップ可愛い！\nどこに売ってたの？,
ふふっ\n千雪工房作製\n非売品なの,
あさひ、何してんの？,朝日，你在干嘛？
蝶、追跡してるんす,蝴蝶，追踪中
愛依、何変な顔してんの,爱依，摆着奇怪的表情干什么呢
待って、今ネイルしてるから……\n動いたらヨレる……！,等等，我现在在美甲……\n如果动了就歪了……！
透ちゃんの目……\n海と、空みたいで\n吸い込まれちゃいそうに綺麗,
え？　ふふっ\nやばい,
円香ちゃん、かっこいいなぁ\nクールな人って憧れちゃう,
……どうも\n冬優子さんこそ、\nとても可愛らしくて素敵です,
小糸ちゃん、\nうさぎさんやリスさんみたいで\nすっごく可愛い！,
え……\nあ、えっと……\nそ、そんなことは……,
雛菜ちゃんと一緒にいると\nふゆも『幸せ～』って\n気持ちになるなぁ,
あは～\nそうですか～？,

#互动语音 爱依对其他人↓,
真乃ちゃん\nほわほわしてて\nちょー可愛い！,
ほわ……っ\nえっと、その……\nあ、ありがとうございます……っ,
お客さんをかぼちゃだと\n思えってやつあるじゃん？\nかぼちゃじゃなきゃダメなの？,
ジャガイモでも\nいいみたいですよ,
地毛でそんなに色綺麗なの\nちょー羨ましいな～,
えへへっ、ありがとう！\nわたしは愛依の色、好きだよ！,
うちらってさ～\nマジうちらだよね～！,
マジうちらばい～～～！,
摩美々ちゃんって\n髪ふわふわだよね～\n気持ちよさそう♪,
ふふー、意外と\nガッチガチだったりしてー,
咲耶ちゃんの\nクール成分、分けて\nほしいわ～！,真想从咲耶姐那里\n偷点帅气因子\n过来哇~！
おや、それでは私も、愛依から何かいただくとしようか？,哦呀，那我应该\n从爱依那里\n偷过来一些什么好呢？
うちがめいめいなら～\n結華ちゃんはゆいゆい？\nそれか～……みつみつ？,
ふふ～！\nお好きな呼び方でどーうぞ！,
弟がさ～\nたまにケガしてくんだよね～,
ふふ……\n絆創膏……どうぞ……,
果穂ちゃん、これあげる～♪\n弟がダブったらしいから～,
わぁっ！　ジャスティスブルーのフィギュア……っ！\nありがとうございますー！,
甘かったり～♪　苦かったり～♪\nさーてさーて智代子ちゃんは♪\nどっちのチョコがお好き～♪,
ふふっ……！　もう、愛依ちゃん何その歌～！\n──チョコは全部大好きです！,
髪、どのくらいで染めてる～？,
あー……\nまぁ、テキトーに……？,
凛世ちゃんの字って\nちょー優しそうなイメージ！,
愛依さんの……\nお手には……\n敵いません……,
車って\nやっぱり気持ちいーい？,
天気がいい日のドライブ\nなんて最高よ！\n今度乗せてあげるわね,
駅前にできたスイーツの店\nちょー美味しいらしいよ♪\nプリンもあるんだって～,
めっちゃ気になる！\nこの後行こ！\nね！　ね！,
甜花ちゃん、\nこのゲーム教えて！\n今度弟とやるんだ～,
……このゲーム……甜花、得意……！\nて、甜花で……よければ……教えてあげる……！,
弟の部屋片づけてたらさ～\n勝手に入るなって\n怒られちゃった～,
ふふっ……\nお年頃なのね,
ほらほら～！\n待て待て～！,哎呀哎呀~！\n等下等下~！
あはは！\n捕まえてみるっす～！,啊哈哈！\n试着来抓我看看啊~！
あ！　冬優子ちゃん！\n昨日のアニメ見た～！？,啊！冬优子！\n昨天的动画看了吗~！？
ちょ！　…………\n誰がいるかわかんないんだから\n後でにしなさい,等下！……\n说不定有谁在附近呢\n等会再说啊
透ちゃーん！\nイェーイ！,
え？　あ\nイエー,
うーん……\nクールなら……円香ちゃんっぽい\n雰囲気もありかな～,
……自分の信念を大切にしたら？\nあるんでしょ？　知らないけど,
小糸ちゃん、ちょー可愛い♪\n妹みた～い♪\n撫でさせて～！,
…………！？\nぴ、ぴぇ…………,
アハハ～♪,
あは～,

#互动语音 透对其他人↓,
あ、真乃ちゃん,
あ、透ちゃん,
……あっ,
……！？\nな、何かありましたか……？,
お疲れ様ー,
お疲れ様ー！\nあ、睫毛ついちゃってる……\nちょっとじっとしててねー──,
ペン、借りてもいいですか,
んふふ～\nうちもなかよ～,
借りれないかな、ジャージ,
……いいケド……\n学校、違うよねー？,
すみません\nそれ、借りてもいいですか,
ブラシかい？\n──よければ梳かせてもらっても？,
……あー\n拭くもの……,
あれ、ハンカチない感じ？\nこれまだ使ってないから、\nよかったらどうぞー,
アイム、サースティ,
ジュース飲む……？\n100円……あるよ……,
いいね、お弁当,
はいっ！\nお母さんのとっておきですっ,
トマト、いいね\nつやつや,
うん！　つやつや！\nよかったら透ちゃんも食べてーっ,
ごはん、コンビニ？,
おー\n行くか？,
半熟？　それ,
割ってみましょう……,
差し入れですか？\nやったー,
